article_id,article_title,author,date,content
M.1559302987.A.78F,Re: [討論] 簡舒培是不是打算故意陷害蔡英文?,kim (＠＠＠＠＠＠＠),Fri May 31 19:43:04 2019,: ://.///20190418/235279 : ://../4. : 簡舒培有沒有可能是為了陷害小英 : 之前就選擇大力支持蔡英文 : 然後之後馬上去補刀柯文哲把自己的仇恨值刷到更高 : 然後大家發現簡舒培也支持蔡英文的時候 : 大家就會一起開始酸菜英文了 : 哀 新潮流真是太會埋伏筆了 簡舒培是徐佳青徒弟 這是2014年選前幾天，簡自己說的 ://./6 然後也是徐佳青辦公室主任， 接下徐佳青衣缽選議員。 ://..//20140314/334678. 那徐佳青呢？曾經是蔡英文辦公室發言人 ://../.?_=191570087564496=46251501064 在2015年，陳致中看到老爸被釋放， 民進黨大順風，於是想選議員， 但徐佳青立刻爆料扁收建商幾十億 成功阻擋參選。 ://..//.?=64770 雖然我也很討厭陳水扁這一家人， 所作所為讓支持者蒙羞， 但我也很難認同徐佳青， 這種用抹黑方法來打擊政敵的人， 妳看不起陳致中的作為， 何不正正當當拿出一番論述和已知的證據， 來嗆他們一家人，而要拿新爆料抹黑？ 一脈相傳啊 
M.1559302997.A.EDF,Re: [討論] 柯會不會因為這次事件出來選？,tsubasawolfy (悠久の翼),Fri May 31 19:43:14 2019,: 如題 : 之前的柯文哲都說他不想出來選 : 除非所有人真的都不行才會出來 : 但最近的錄音檔事件 : 會不會讓柯爆氣直接出來選總統？ : 再次打出推倒藍綠高牆口號？ 剪七段這次摸到龍的逆鱗了 剛剛柯的跟很罕見的定調剪七段的這次操作 是 含沙射影的抹黑 可憐那些一直肖想2020白綠和救菜英文的一切努力被剪七段瞬間破滅 恰吉痛罵柯都沒這樣，連去年選戰姚文也沒這種待遇。 剪七段可說達成一項成就 ://../705. ://../4.
M.1559303020.A.2B5,[討論] 哪個政治人物被抹黃，你打死不相信?,ysb727 (軒),Fri May 31 19:43:38 2019,我提供幾個人名 給大家選 1.柯文哲 2.蔡英文 3.蔣萬安 4.盧秀燕 5.賴清德 這應該都是目前沒有花邊新聞的人選 要是這些人爆出什麼開房 轟趴，你會信嗎？ 
M.1559303049.A.789,[討論] 韓粉就像不丹人一樣每天都很快樂,FANG4 (子瑜),Fri May 31 19:44:07 2019,韓粉就像不丹人一樣 每天都傻傻地很快樂 就像在阿爾卑斯山眺望太平洋 縱使偶爾學郭台銘外遇一下 最後依然傻傻地進了總統府 各位快樂的韓粉們 凱道集合囉 
M.1559303138.A.5A6,[討論] 明天484測試政黑反指標的一天？,blessbless (123),Fri May 31 19:45:36 2019, 據說明天是韓總登基大會 數千萬韓粉摩拳擦掌準備北上 可是政黑小牙籤們卻還在黑韓 都說政黑反指標 明天484就是測試 政黑484反指標的一天捏？ 
M.1559303155.A.EE0,[討論] 平日上班 假日選舉~~,kku6869 (kku6869),Fri May 31 19:45:53 2019,請問一下 今日韓導是不是已經去台北按鈴申告吳董了嗎 也順便和人討論明天總統的造勢活動吧....... 那他今天又請假選舉了嗎? 若真的過了初選 選舉行程更滿的時候 請問是 1.平日上班 假日選舉 還是 2.請長期的假去選舉 還是 3.辭職參選 我很確定他絕對不會是3 1的可能性很小........ 2的話 就是等於高雄會好一段時間沒市長 但是又快到了可怕的颱風季節還有登革熱我高雄人 怎辦?? 另外 我做一個聯想 不知道對不對 想當初 他百般不願意來高雄選 當國民黨派他下高雄時 他還偷偷跑完台北想去登記參選..完全不想在高雄 就是想留台北 是不是就是因為有美麗的王小姐在台北的關係??? 這陣子真的或有好多聯想 真糟糕~~ 
M.1559303239.A.477,[黑特] 一直時間暫停的操作流程是怎樣?,ayubabbit (ウォロックが倒せな),Fri May 31 19:47:17 2019,在對抗承太郎的時候... 喔 不是 簡書培每次質詢的時候就一直在時間暫停 所以是她喊完 替身就趕快把時間停住 然後等到她再開口的時候 時間才繼續流動嗎? 然後替身就一直在那邊時間暫停 繼續 時間暫停 繼續 1當30用? 好像沒有直播會去顯示這細部操作 突然在很在意 
M.1559303246.A.962,[討論] 大家覺得簡七段會不會跟柯道歉？,rs23234 (.),Fri May 31 19:47:24 2019,簡七段可能沒想到事情會鬧那麼大 代誌大條囉 ，新聞一直再播跟分享 我覺得簡七段會道歉耶 簡七段自己刪文， 留言被灌爆，還一直刪留言 簡七段現在壓力應該超大 可能躲在家裡哭 被高層責罵是免不了 對自己選區選民也難交代 幾乎一面倒責備簡七段，挺柯 這件事對傷害太大，又幫柯民調上衝 感覺不久能看到簡七段的道歉了 
M.1559303345.A.C8C,[討論] 台灣政治這麼亂 是不是因為人民素質低,lazack (ViVi),Fri May 31 19:49:03 2019,有點不知道怎麼表述 總覺得每天看新聞 看媒體 都會看到一些無能的議員 立委 政客 名嘴 為了搏版面 為了抹黑 拼命腦補 拼命做秀 有點腦袋的人 應該都看的出來 這些人根本沒有心為人民服務 完全不適任 結果卻是屆屆躺著選 一堆老屁股都這樣 到底是為什麼 還會把票投給這些人呢 是因為素質太差所以會被媒體 名嘴 政客牽著走嗎 還是真的愚眛到分不清楚是非對錯？ 很多人好像很熱衷政治 整天守著電視看新聞 看政論節目 上八卦 上政黑嘴砲 不是因為他很關心什麼議題 什麼政策 只是單純關心他討厭的那個人 那個黨 今天被修理了沒 台灣政治到底為何這麼亂 有辦法淨化嗎 
M.1559303380.A.A28,[討論] 王浩宇刪文了？,YINCHAUN (比爾1Q83),Fri May 31 19:49:38 2019,://../. 剛剛在其他篇推文看到這個圖 當然我也只是依據這張圖判斷王可能搞笑了 而且我剛去逛他臉書也找不到這篇 也可能是我沒看到而已 不確定是不是刪了 
M.1559303730.A.C60,[Live] 郭台銘YouTube 郭董來請教EP03,andy199113 (Andy),Fri May 31 19:55:28 2019,1.網址： ://../?=2 2.名稱 總統初選參選人郭台銘直播 3.主題 郭董來請教03癌症教我的事 .我們都有病社群 米娜 郭台銘 郭董 我人生的第一個20年在爲金錢工作，第二個20年為興趣而工作， 現在是第三個20年，我希望能為了理想而工作， 我的其中一個理想，就是期許自己未來能幫助更多癌友跟家屬， 做他們一輩子的志工，讓癌症不再是大家心中永遠的痛。 4.來賓： 郭台銘 附註、心得、想法：郭台銘的這次直接開直播，不知道是預錄還是直播， 5月31日晚上8點首播 支持郭台銘 
M.1559303753.A.A0A,[討論] 郭台銘會不會心裡幹譙韓國瑜？,FANG4 (子瑜),Fri May 31 19:55:51 2019,操你的 林北好心要去你的造勢現場 結果連鳥都不鳥我 還說要法律軍團給你用 結果你也不甩我 你算老幾阿 我養的100萬隻動物都沒有你那麼囂張 然後繼續悲憤國民黨都不挺我 
M.1559303761.A.121,[黑特] DPP對柯P的火力展示,turbomons (Τ/taʊ/),Fri May 31 19:55:57 2019,乍看議員這兩天的質詢 表面似乎是荒腔走板 緊咬著喬蛋放水，佔些嘴皮子便宜 一方面既不喊柯文哲下台 又不喊懲處李文宗 另一方面又非常抗拒檢調介入司法調查 只是柯真的是根遠勝大木棒的鋼鐵直男 第一時間竟沒有領會的暗示 我稍微冷靜點思考了一下 這根本他馬的就是赤裸裸的火力威嚇展示 你柯屁的台北市府每一角落可是都有本黨眼線 本黨要什麼市府資料那怕是一場無關緊要內部辯論的錄音 都可輕鬆拿到手 而且不光拿到手，還能變著出各種千奇百怪的花樣搞搞你 這次只是跟你小鬧一下 下次會鬧成怎樣就不知道了 竊聽算什麼? 沒蛋可喬八爪蜘蛛瓦里斯的手段才叫你不得不服 柯已經講很不想選了啊 那些人不相信又有什麼辦法 有弊貴黨為什麼不願司法檢調介入 錄音只有溝通談論根本沒有什麼要自保的理由 小蜘蛛幫蜘蛛總管辦事才是真的 你說誰是圖利未遂犯?
M.1559303773.A.2F0,Re: [討論] 大家覺得簡七段會不會跟柯道歉？,super1314159 (你有多久沒看台灣團體了?),Fri May 31 19:56:08 2019,: ，新聞一直再播跟分享 : 留言被灌爆，還一直刪留言 : 簡七段現在壓力應該超大 : 可能躲在家裡哭 怎麼會呢 簡阿姨今天可是在議會上大聲地說 柯文哲 柯阿北 你不要繼續用你的網軍霸凌我 你越攻擊我，我就越紅 就會有更多義勇軍提供資料給我 現在這麼多網軍湧入 簡阿姨應該是紅到不行吧 目前手上從路邊撿來的熱心民眾提供的錄音，說不定已經累積到七十七段了 柯喬蛋脖子洗乾淨等著囉 
M.1559303839.A.4FB,Re: [討論] 王浩宇刪文了？,ReeJan (長巷裡的長影),Fri May 31 19:57:17 2019,: ://../. : 剛剛在其他篇推文看到這個圖 : 當然我也只是依據這張圖判斷王可能搞笑了 : 而且我剛去逛他臉書也找不到這篇 : 也可能是我沒看到而已 : 不確定是不是刪了 今天錄影的時候 我很清楚地在某條鯊魚的手機裡面看到這張照片 她滑出來問吳子嘉董事長有沒有看過 董事長說沒有 王浩宇把照片刪掉才是對的 因為不管照片中的小女孩是誰 都不應該這樣被曝光 昨天他這樣發文真的是不好 至於韓粉找一個阿罵出來說那是她的小孩 那也真的太看不起鄉民了 這麼明顯作弊 然後作圖說是家長 真的是超級無下限 
M.1559303986.A.BEB,[討論] 認真請問，如果住桃園要提告，一定要去,ebsd (電子背向散射繞射),Fri May 31 19:59:43 2019,://../.?=549303 黃捷質疑，高雄就有地檢署何必北上提告？是去提告還是去造勢？ 南臺灣最美的政治人物黃捷，都這樣說了 大家先講清楚 高雄有地檢署，幹嘛去台北提告 那桃園也有地檢署，在桃園的官員要提告，也只能去桃園地檢署，不能去台北？ 政治人物是否應樹立，提告請在自己縣市的規範？ ://..//__
M.1559303992.A.3B8,Re: [討論] 大家覺得簡七段會不會跟柯道歉？,ak47good (陳鳥仁),Fri May 31 19:59:49 2019,: 簡七段可能沒想到事情會鬧那麼大 : 代誌大條囉 道歉開甚麼玩笑 的膝蓋不能著地 柯痞葉克膜騙殺全國，早該有人制裁他了 等到的義士們找到柯痞活摘器官的致命證據之後 一定要把他打到回家找媽媽 各位台派，你們說對不對 
M.1559304183.A.51C,[黑特] 這個時候有誰還認為柯文哲不是政客的?,"aitt (非主流,有何不可(M))",Fri May 31 20:03:00 2019,柯去年才當選連任台北市長結果今年馬上就想染指2020總統大選 完全不管接下來還有三年任期要如何經營台北市政 腦中只想著選總統原本還說六月要決定之後延到八月 現在又延到九月還真是會搞政治操作啊不管他最後有沒有選 大概也沒有人會懷疑他是專業政客了吧.. 
M.1559304266.A.CE8,[討論] 為何要追究他的外遇罪?,Festo (Festo),Fri May 31 20:04:24 2019,其實不是很懂，社會大眾為何要去追究外遇罪。 通姦罪，只有一個人能告，就是他老婆。 就算民事，也只有他老婆可以告。 那他外遇，干林杯屁事，我又不是他老婆。 為何我要追究，莫名其妙。 就像你韓總，只要你老婆沒意見。 我絕對不會嘴半句。 要追究也是李佳芬追究，干林杯屁事 
M.1559304371.A.DF7,[討論] 吳子嘉為什麼要幫韓流恢復生息?????,dispptt (dispptt),Fri May 31 20:06:09 2019,這一看就知道唬爛率超高的東西............ 好不容易看似韓流有退燒一點 結果又搞這種根本不太有可能的老梗 到最後 我只能說同情票回流抹黑票回頭=韓支持率回升 吳子嘉為什麼要幫韓流恢復生息???????? 這樣一搞 很明顯黑韓的新聞都不見了 開始質疑吳的新聞反而比較多 到底在想什麼呢??? 而且6/1又要遊行了 根本在幫韓催票嘛........ 到底?? 
M.1559304386.A.024,[討論] 簡舒培FB---請市長不要轉移焦點!!!,WeiKitten (noname),Fri May 31 20:06:24 2019,://./6 簡舒培 台北真速配 41分鐘 今天，我代表台北市民、以市議員身分，針對市政質詢市長。我的職責與我是否為新潮流 成員無關 ， 請市長不要轉移焦點 。且，市長曾在2016年說過大巨蛋量體這麼大、在 公安上有問題，這也是我昨天質詢的重點。令人遺憾的是，市長居然把整段質詢焦點定 位在竊聽。 很多人在質疑錄音檔是不是林洲民給的， 為保護提供者，我無法告訴各位是誰，但我可以 說的是，提供給我錄音檔的人是該場會議的與會人員 。當日會議與會成員除了8位局處長 ，還有10多名文官、公務人員在場。文官、公務員看到長官無恥喬蛋，當然會要錄音自保 。 立法院應儘速通過 揭弊者保護法 ://./ 市刑大每年都有配合市府執行偵測竊聽作業，市府辦公室或市長室都沒有偵測出遭竊聽的 情形。所以，請市長不要用竊聽轉移市府高官集體喬蛋的焦點。 另外，何謂竊聽？ 刑法第 3151 條 有下列行為之一者，處三年以下有期徒刑、拘役或三十萬元以下罰金： 一、無故利用工具或設備窺視、竊聽他人非公開之活動、言論、談話或身體隱私部位者。 二、無故以錄音、照相、錄影或電磁紀錄竊錄他人非公開之活動、言論、談話或身體隱私 部位者。 經詢律師與市刑大表示：刑法3151規定觀之，首要要件必須係無故，也就是說， 以錄音（影）的動機目的來說，必須是無正當理由情況下方得成立。而與會者的錄音動機 乃係維護自身權益，並不構成所謂無故，不成立刑法3151條妨害秘密罪。且錄音者又屬 當事人，並不屬於刑事訴訟法違法搜索限制之對象（檢察官、司法警察官、司法警察）， 故該證據之使用應無違法之虞。 所以，柯市長，請不要提供給網軍、柯粉錯誤的訊息，轉移焦點進行政治攻防。 2015年4月15日，顏聖冠議員公佈大巨蛋議約主席李述德錄音，指出馬市府護航大巨蛋， 幫忙遠雄免除大巨蛋權利金，讓市庫受損。而我昨天公佈的錄音，只是把柯市府的李述德 們揪出來，為什麼市長這麼生氣？再說，在刑事偵查上，顏聖冠議員持有的錄音，是讓李 述德被起訴十年證據，檢察官也認證該錄音檔是有效證據。為什麼當時柯市長，沒有說這 錄音是竊聽呢？ 再問請教柯市長，李文宗還有局處長2018年11月29日在會議上的發言，是市長對大巨蛋的 態度嗎？遺憾的，今天質詢上，柯市長對此問題依舊不回應。 林洲民擔任局長時， 2018年9月20日都審會第506次會議決議：都市設計審議防災避難模擬人數之計算，以環評 核定引進人數（建築物內）59833人為基礎，加上園區可能停留人數，前開數據由遠雄公 司自行檢討並提至委員會審議（59833）。 2018年11月1日都審會510次會議決議：遠雄團隊表達將以70000（室內）13733（戶外） 共83733人，進行都市設計審議防災避難電腦模擬人數；請遠雄加強前開人數計算之相關 論述，宜應評估所涉及之環評審查程序。依環評法規定，都審必須俟環評審查通過後始 得核定。 11月29日市府的不公開神秘會議，李文宗要求修正9月20日第506次都審會會議決議。林洲 民表示，遠雄如果對9月20日都審會決議有意見，應該要發文都審會進行修正。 林洲民被請辭後， 大巨蛋 2019年1月3日、2019年3月28日、2019年5月30日三次的都審會會議上，遠雄在大 巨蛋防災避難模擬人數都提出59833、70000，請問遠雄有提出有書面提修正嗎？沒有 。有通過環差嗎？沒有。那為什麼林洲民被請辭後的都審會議，會完全無視9月20日第506 次都審會決議？？ 柯文哲多次聲稱大巨蛋案公開透明，但不公開的會議是幕後黑手，企圖影響都審結果，暗 盤不 斷。 如今幕後黑手們被公開，但柯市長竟不追究喬蛋一事，反而氣急敗壞想知道誰提 供錄音檔。由此證明柯文哲的公開透明受到嚴格挑戰 ，柯市長想要建立可長可久的文官制 度，但是辦公室李文宗主任竟然要求體制內竄改都審紀錄，令人對白色力量相當失望。 柯市長歷次遇到重大危機，都選擇不正面面對問題，而是轉移焦點，在政治攻防也許一時 是成功，但是問題的本質是不會消失的。 最後，我再向柯市長強調並以人格保證，我質詢時播放的錄音檔來源絕對不是竊聽，我歡 迎柯市長指示任何單位對我進行調查 ，也尤其歡迎2018年11月29日會議的與會成員對我提 出告訴， 如果查證後是竊聽，我會立即辭去議員一職。如果查證不屬實，我也要求柯市長 退出政壇。很遺憾，柯市長依然不敢承諾。 另外，我要告訴柯文哲及柯粉（網軍），不要想利用養柯粉的手法，打擊、影響和干擾議 員質詢。但我不怕，歡迎來。
M.1559304401.A.6C2,[討論] 這起『洩密』案件會不會是遠雄自己幹的？,aleezible (四葉沒贏我直播肛爆五樓),Fri May 31 20:06:33 2019,各位白粉們大家好 雖說柯文哲這幾天暴怒指稱有人竊聽 但在還沒確認真假前都只是嫌疑而已 剛剛在八卦版有篇律師打臉文 也就是說，如果是會議參與人現場錄音是沒問題的 那麼問題來了，是誰在現場錄音，又把這段話洩漏出去的？ 會不會是遠雄自己人呢？ 首先，對於遠雄而言，洩漏這件事(私下喬案)根本一點壞處都沒有 因為就算洩漏出去了，影響的也只有北市府的形象而已 柯文哲自己口口聲聲說要公開透明，結果還不是跟以前的民代一樣私下喬案 有人會問： 那遠雄洩漏了有什麼好處呢？這樣對他們而言沒有好處吧？這樣大巨蛋的問題不是會一拖再拖嗎？ 問題是，對於遠雄而言，大巨蛋拖延已經不是一年兩年的事了，北市府要放水給他們過，對於他們而言是有差嗎？反正被卡也不是第一次了。 但是，只要他們製造出柯市府放水的形象，柯市府的信譽就會掃地，世上有比這個方法更適合用力修理柯文哲的嗎？沒有比這個方法更適合修理柯文哲的了吧？ 讓一大堆認為柯文哲清清白白的人幻想徹底破滅，在臺上講政治新文化從台北開始，改變成真，持續發生，結果呢？什麼成真了？什麼發生了？ 所以這從頭到尾很可能就是遠雄設的一個圈套，他們看準柯文哲希望盡快處理掉大巨蛋這個燙手山芋，所以他們先假裝順從柯市府的條件，並試圖從中爭取雙方都能接受的妥協點。然而這一切都是一場戲，他們根本不打算跟柯市府談條件，柯文哲最多也只能再做三年罷了，三年後的變數可大著呢。 但是他們可以利用這個圈套來讓柯文哲信譽破產。 因為在談條件的當下 在放寬標準的當下 柯文哲就已經落入他們的圈套裡了。 因為放水的事實已經成立了 各位柯粉覺得這個故事怎麼樣呢？ ^_^ 我爸爸是七代火影 我爺爺是四代火影 我爸爸的老師 我爺爺的徒弟是六代火影 我爸爸的老師 我爺爺的老師是三忍 我爸爸跟我爺爺的老師的老師是三代火影 他的老師是二代及一代火影 我媽是木葉村奶子最大的太太她的哥哥一直喊幫復吵死了 好ㄅ，虧我想了個不錯的故事
M.1559304774.A.FDF,Re: [討論] 簡舒培FB---請市長不要轉移焦點!!!,fatdoghusky (胖胖哈士奇),Fri May 31 20:12:52 2019,: ://./6 : 簡舒培 台北真速配 : 41分鐘 : 今天，我代表台北市民、以市議員身分，針對市政質詢市長。我的職責與我是否為新潮流 : 成員無關，請市長不要轉移焦點。且，市長曾在2016年說過大巨蛋量體這麼大、在 : 公安上有問題，這也是我昨天質詢的重點。令人遺憾的是，市長居然把整段質詢焦點定 : 位在竊聽。 你不是新潮流成員，有辦法被民進黨推舉成該區議員嘛~? 這就好像議員做了蠢事，推舉他的被連帶罵也是剛好而已 : 很多人在質疑錄音檔是不是林洲民給的，為保護提供者，我無法告訴各位是誰，但我可以 : 說的是，提供給我錄音檔的人是該場會議的與會人員。當日會議與會成員除了8位局處長 : ，還有10多名文官、公務人員在場。文官、公務員看到長官無恥喬蛋，當然會要錄音自保 : 。 所以李文宗這麼聰明找了8名政務官再加上10多名的事務官見證他喬蛋???? 到底是李文宗蠢還是簡舒培蠢呢~? 
M.1559304805.A.5ED,[黑特] 李佳芬看起來有這麼傻嗎?,joulin (joulin),Fri May 31 20:13:22 2019,十幾年 若真的有外遇 而且還有私生子 還已經十幾歲 然後李佳芬完全不知情? 這是吳子嘉自己說的 說李佳芬完全不知道這件事 這合乎邏輯? 大家都說女人的第六感跟直覺很準 你的丈夫有外遇 可以瞞你十幾年 讓你完全沒察覺 這不是韓國瑜太厲害 因為根本不可能辦到 唯一的可能只有李佳芬真的太天真 太傻 大神經到一種程度 才有可能完全沒察覺 但 李佳芬看起來像是大神經的人??? 另外還有一個可能 那就是 這一堆疑點 這不合邏輯的爆料 根本是唬爛的 為何不能判斷? 沒證據之前 不就是無罪推論嗎? 他這個爆料 已經不是只有花天酒地而已 是有私生子耶? ?? 你是有罪推論? 多數人都是等告的結果? 靠邀 如果吳講的是有拿出 就算只有一丁點證據 那你還可以說相信吳 現在吳是完全沒證據 然後你反而過來懷疑相信韓清白的人? 韓的能力好壞是一回事 政策有沒有真的做到是一回事 但這種跟法律有關的事情 無罪推論 就是民主法治社會最大的公約數 你到底在講啥信仰問題? 啥叫信仰堅強?
M.1559305144.A.58F,[討論] 你們認為明天韓的場子會有多少人?,lockgolden (鎖金),Fri May 31 20:19:02 2019,看得出來，韓現在是大到不能倒。 因為他民調現在還是最高，所以無論這個草包論述再怎麼空洞，再怎麼幹話滿嘴，挺韓議 員、立委也不得不動員挺他。 你們認為明天的場子究竟有多少人，有無動員都算在內。 會因為場子人少，韓導就退縮不選總統了嗎? 
M.1559305158.A.059,[轉錄]人渣文本FB 替新潮流切割,vagus0620 (demian),Fri May 31 20:19:16 2019, ://..///2481437818557192 有關新潮流和柯文哲 有個故事在1124過後不久，我就在很多地方說過了，現在講得完整一點。 大概在選前沒幾天吧，我得知柯文哲民調逆轉輸2~3%，最好也是頂多打平的狀況。 這樣理論上是選掛掉了，我也就有點懶洋洋的，不是很想衝。因為要衝也很難動員，柯粉都覺得贏定了，當時又不能講民調，很難說服沒打算投票的人出來投。 所以當天我碰到圈內人都說我不想衝了，只想睡覺。但工作結束，上完廁所出來時，一個民進黨人擋在門口，語重心長的說：柯文哲還有一點點機會。機會不大，但還有一點點希望。 意思是還有救，應該做最後的掙扎。我當時只唉了一聲就回家了。 但回家後想想，人家都這樣講了，不垂死掙扎一下那也說不過去。於是爬起來算數據、排程，展開最後的搶救與催票作戰。然後就是你現在爬文章也還能看得到的部分了。 很多沒參戰的人都說那種搞法太瘋狂，但說來還是那民進黨人推了一把，才有這種瘋狂。 而那個民進黨人，就是新潮流的。 柯文哲懂個屁毛新潮流。 _______________________________________________________________ 人渣打賴挺英大家都很清楚了，現在試圖幫新潮咧切割簡？ 時代力量的人怎麼這麼幫啊？ 
M.1559305249.A.C50,Fw: [爆卦] 已砍帳號的現存重疊IP帳號清單,squrse (squrse),Fri May 31 20:20:48 2019, 看板 1 ] 作者: (10高清天才小釣手) 看板: 標題: 已砍帳號的現存重疊帳號清單 時間: 31 20:12:08 2019 大家好 打給後 胎嘎後 本周已砍除了三波同一人或集團持有帳號 詳情可參考看板《_》之 清除大量異常帳號 三波共砍除394個帳號 而透過這394個帳號 對照可以得出以下清單 表 與已砍帳號同樣紀錄 ://./4 得出表1 總清單統整 共688個 依照表 三波砍除帳號總清單 共394個 得出表 已砍、在表、與其他帳號重疊 共63個 以及表 尚未砍除帳號清單 共625個 與已被站方砍除之帳號 有高度重疊性之625個帳號： (其中包含、、3、) 以下為帳號資料，若無需查看可直接 1400 199165 149 22480247 467455 759282001 007 2546 356 5566 1 9084 9100 2 55566 211037 1234 0516 90136 23 3890313 68 20 33 2 1999 729 5566 5566 305566 11 5566 12314 2 1988 3688 823 321586 3450806 0212 5 0970085 134563 66 8802 2002 2022 03 3 22 999 2342234 8377 978 407498 0643 4874 9901 92 54 06 3 5566 661020 088 926010 5268 801022 7 911 4 9 5566 5566 47 2 12 6 0304 12345 1974 40029 4321 33 613 16888 7 49 12 5566 911 520 083 2 48201 0 5566 0970055 896 1204 4 9 5566 04210 111 5566 4 801010 821025 870287 5566 123 光速打臉集 ://..///.1559304731..2.
M.1559305360.A.1B3,[轉錄] 人渣文本FB:有關新潮流和柯文哲,askemm (K.K.),Fri May 31 20:22:38 2019,1.轉錄標題 有關新潮流和柯文哲 若為他板文章可免填 請寫名稱 1.轉錄網址 ://..///2481437818557192 2.轉錄來源 人渣文本 3.轉錄內容 有關新潮流和柯文哲 有個故事在1124過後不久，我就在很多地方說過了，現在講得完整一點。 大概在選前沒幾天吧，我得知柯文哲民調逆轉輸2~3%，最好也是頂多打平的狀況。 這樣理論上是選掛掉了，我也就有點懶洋洋的，不是很想衝。因為要衝也很難動員，柯粉 都覺得贏定了，當時又不能講民調，很難說服沒打算投票的人出來投。 所以當天我碰到圈內人都說我不想衝了，只想睡覺。但工作結束，上完廁所出來時，一個 民進黨人擋在門口，語重心長的說：柯文哲還有一點點機會。機會不大，但還有一點點希 望。 意思是還有救，應該做最後的掙扎。我當時只唉了一聲就回家了。 但回家後想想，人家都這樣講了，不垂死掙扎一下那也說不過去。於是爬起來算數據、排 程，展開最後的搶救與催票作戰。然後就是你現在爬文章也還能看得到的部分了。 很多沒參戰的人都說那種搞法太瘋狂，但說來還是那民進黨人推了一把，才有這種瘋狂。 而那個民進黨人，就是新潮流的。 柯文哲懂個屁毛新潮流。 4.附註、心得、想法 2018年的柯粉大將軍，2019年不演了不演了的周老師出來邀功了。 這回他的說法是因為民進黨新潮流有人鼓勵，他才會在選前幾天瘋狂挺柯。 ...... 周老師啊，不要把大家當金魚腦好嗎? 明明就是你那時配合綠共策略腦挺54088，挺到綠色票回流姚姚才讓柯差點挫賽。 你最後幾天那樣催票最多就是將功補過， 如果柯真掛了，以2018你挺誰誰倒的戰績， 可能連時代力量都要考慮要不要收你咧。 我有印象，那時我很驚訝大家都這麼覺得的事情， 已經在巷子內的周老師竟然如此搞不清楚狀況
M.1559305370.A.1F9,[討論] 覺老們到底成功鬥垮過誰?,LillardTime (Tell me what time it is),Fri May 31 20:22:48 2019,剛剛吃飯看壹電視去訪問吳子嘉跟韓國瑜 雖然覺得韓一定有小尾巴 但這個吳子嘉根本是豬隊友啊 採訪中訕笑回應 也沒拿半點證據 對比韓一本正經澄清 我都覺得韓的正直度似乎上升了9.2% 回想北市長選舉也是一樣用器捐案搞柯 結果現在搞事的人名字我都忘了 只記得他不去考聯考 這些覺青不對 他們根本不青了 這些覺老們用這種批鬥的手段 根本沒有成功把誰拉下台 尤其是這次的打韓 根本是反效果 讓韓粉們坐的更實了 看到剪七段似乎也想用同樣方式繼續打柯 真的不懂他們為何要一直用這種幾乎已經確定會失敗的方法欸 有沒有誰能解答一下? 
M.1559305670.A.987,[討論] 否姐怎麼沒出現了= =?,Kay731 (K少),Fri May 31 20:27:47 2019,否姐上次上線是5/10號 到今天都沒出現 感覺有點奇怪耶~ 誰可以告訴我發生什麼事情阿~ 被送帳號部?他不是督割那種分身仔阿@@? 
M.1559305868.A.799,[討論] DPP不抹黃、抹黑、抹紅 就無法選舉嗎?,JUNOCARE (陽光！！),Fri May 31 20:31:06 2019,如題 對韓國瑜全力使出抹黃 小三非常光碟樣樣來 對柯文哲全力抹黑 大巨蛋硬要說柯黑箱作業 更別提一直以來，只要是民進黨對手都會被抹紅 國民黨被抹紅 柯文哲被抹紅 連賴清德都可以被抹紅 明明是當權者 民進黨卻需要在選舉期間使出各種抹黑、抹黃、抹紅 反觀挑戰者的國民黨 反而還沒什麼對民進黨的抹顏色攻擊 （國民黨一路以來都是自己蠢又貪婪則又是另一回事） 民進黨自稱為民主進步黨 但到底什麼樣進步的民主 在選舉中會只剩下抹黃、抹黑、抹紅呢？ 
M.1559306226.A.8E6,[討論] 現在是不是流行爆料沒有證據？,ben108472 (ben108472),Fri May 31 20:37:04 2019,我是徹頭徹尾的韓黑，消滅韓國瑜的方法不是用這些根本無法證實的謠言，而是應該用已 經存在的事實去攻擊：例如市政草包，無心市政，擺爛，造神，口號治理，高雄發大財。 然而現在就打算跟吳子嘉繼續唱雙簧就對了？爆料完全不用拿出證據，天天在那邊聽說 就飽了？現在是連生出證據都懶了？完全無成本，一張嘴就行？好歹以前還有照片，甚至 花錢拍非常光碟，現在直接上節目造謠，出了事就推給爆料者不願意出面？ 講那麼多屁話，還不如就拿出一張照片，不要再繼續模糊韓國瑜草包的焦點好嗎？一群豬 隊友。 
M.1559306262.A.4B8,Re: [黑特] 李佳芬看起來有這麼傻嗎?,pate41 (秋易),Fri May 31 20:37:40 2019,與其問 李佳芬有這麼傻嗎??? 不如問 陳其邁有這麼傻嗎??? 韓國瑜如果外遇還私生子還匯錢撫養 有可能民進黨四處竊聽掌握國安情資會掌握不到??? 陳其邁有可能掌握情資還不打??? 辯論會上 韓國瑜說 難道民進黨是高雄人的爸爸嗎? 陳其邁就可以回 54088 你是他爸爸 然後秀出外遇對象跟小孩的照片 直接爆開 這樣才夠其邁嘛 
